CaloAX,CaloAY,CaloBX,CaloBY,StartingCalo
0.5,3.5,5.5,2.5,22
1.5,3.5,4.5,2.5,23
0.5,2.5,2.5,4.5,23
0.5,3.5,2.5,4.5,23
1.5,4.5,6.5,3.5,23
0.5,3.5,1.5,1.5,23
0.5,3.5,0.5,1.5,24
0.5,1.5,0.5,0.5,24
1.5,1.5,3.5,1.5,24
8.5,3.5,8.5,4.5,24
0.5,2.5,5.5,3.5,1
3.5,0.5,8.5,2.5,1
2.5,2.5,5.5,4.5,1
0.5,1.5,0.5,1.5,1
2.5,2.5,4.5,3.5,1
0.5,2.5,0.5,3.5,1
1.5,4.5,2.5,5.5,1
4.5,2.5,4.5,3.5,1
8.5,2.5,6.9417562564993105,4.499999999999999,2
1.5,0.5,4.5,4.5,2
0.5,3.5,5.5,5.5,2
0.5,3.5,6.5,3.5,3
2.5,2.5,7.5,2.5,3
0.5,2.5,1.5,2.5,3
1.5,3.5,4.5,4.5,3
5.5,1.5,7.5,0.5,3
0.5,3.5,8.5,1.5,3
1.5,2.5,3.5,3.5,3
0.5,2.5,2.5,3.5,4
3.5,3.5,5.5,5.5,4
3.5,4.5,8.5,2.5,5
0.5,5.5,3.5,5.5,6
0.5,0.5,6.5,0.5,6
2.5,2.5,6.5,3.5,6
0.5,2.5,3.5,3.5,6
0.5,2.5,4.5,5.5,6
1.5,1.5,5.5,1.5,6
0.5,3.5,0.5,3.5,6
0.5,3.5,0.5,3.5,7
2.5,3.5,7.5,3.5,7
0.5,2.5,4.5,0.5,7
0.5,3.5,6.5,4.5,7
1.5,0.5,3.5,0.5,7
3.5,3.5,7.5,5.5,7
0.5,1.5,3.5,0.5,7
0.5,2.5,5.5,4.5,7
1.5,2.5,2.5,0.5,7
0.5,3.5,4.5,1.5,7
1.5,3.5,6.5,1.5,8
7.5,3.5,5.5,1.5,8
0.5,2.5,4.500000000000001,0.9927815611351319,8
0.5,2.5,4.5,0.5,8
0.5,3.5,1.5,4.5,8
0.5,4.5,0.5,4.5,8
8.5,2.5,8.5,5.5,8
0.5,3.5,2.5,3.5,8
0.5,1.5,2.5,2.5,9
0.5,2.5,2.5,3.5,9
0.5,1.5,4.5,0.5,9
2.5,4.5,7.5,4.5,9
0.5,4.5,6.5,3.5,9
1.5,1.5,6.5,2.5,9
2.5,3.5,6.5,3.5,9
2.5,2.5,5.5,3.5,10
2.5,0.5,6.5,1.5,10
0.5,5.5,2.5,4.5,10
2.5,3.5,6.5,5.5,10
1.5,1.5,0.5,2.5,10
1.5,5.5,7.5,4.5,10
2.5,3.5,6.5,5.5,10
0.5,2.5,4.5,3.5,10
3.5,4.5,7.5,4.5,10
0.5,0.5,5.5,0.5,10
1.5,2.5,5.5,4.5,10
6.5,1.5,8.5,2.5,11
0.5,2.5,4.5,5.5,11
0.5,3.5,1.5,3.5,12
1.5,3.5,4.5,3.5,13
0.5,5.5,1.5,5.5,13
0.5,3.5,2.5,4.5,13
0.5,3.5,2.5,1.5,14
4.5,3.5,6.5,2.5,14
1.5,0.5,6.5,0.5,14
1.5,5.5,6.5,5.5,14
0.5,1.5,2.5,2.5,16
0.5,3.5,4.5,5.5,16
2.5,2.5,5.5,3.5,17
0.5,2.5,5.5,5.5,17
2.5,2.5,6.5,1.5,18
0.5,4.5,3.5,4.5,19
0.5,1.5,4.995803246287458,3.5000000000000004,20
0.5,3.5,2.5,1.5,20
0.5,2.5,4.5,1.5,21
1.5,3.5,7.5,4.5,23
0.5,2.5,4.5,2.5,24
0.5,1.5,8.5,0.5,1
4.5,3.5,7.5,4.5,1
0.5,1.5,2.5,1.5,1
1.5,1.5,4.5,0.5,1
0.5,1.5,1.5,2.5,1
2.5,2.5,6.5,1.5,1
2.5,1.5,7.5,0.5,2
1.5,2.5,6.5,3.5,2
0.5,1.5,8.5,1.5,3
6.5,3.5,8.5,3.5,3
0.5,2.5,3.5,2.5,3
5.5,3.5,7.5,2.5,3
2.5,4.5,4.5,4.5,3
2.5,1.5,6.5,2.5,3
1.5,2.5,6.5,3.5,4
0.5,4.5,5.5,4.5,4
0.5,3.5,4.5,3.5,4
0.5,5.5,3.5,5.5,4
7.5,2.5,6.5,2.5,4
0.5,3.5,1.5,4.5,4
0.5,2.5,4.5,0.5,4
0.5,1.5,2.5,2.5,4
1.5,3.5,5.5,3.5,4
6.5,3.5,8.5,4.5,5
0.5,1.5,3.5,3.5,5
4.5,3.5,6.5,2.5,5
0.5,1.5,3.5,3.5,6
3.5,2.5,6.5,2.5,6
0.5,4.5,1.5,3.5,6
0.5,0.5,1.5,0.5,6
1.5,0.5,6.5,1.5,7
0.5,2.5,3.5,4.5,7
0.5,4.5,0.5,5.5,8
0.5,1.5,0.5,0.5,8
0.5,5.5,1.5,3.5,8
3.5,4.5,8.5,4.5,8
0.5,1.5,3.5,2.5,9
0.5,5.5,4.5,3.5,9
0.5,3.5,5.5,2.5,9
0.5,0.5,0.5,0.5,9
0.5,2.5,3.5,2.5,9
0.5,1.5,3.5,0.5,9
3.5,2.5,7.5,1.5,10
4.5,3.5,8.5,3.5,10
0.5,4.5,2.5,2.5,10
0.5,0.5,1.5,0.5,10
6.5,2.5,7.5,0.5,10
0.5,4.5,4.5,5.5,10
0.5,0.5,6.5,2.5,10
3.5,2.5,6.5,0.5,10
8.5,3.5,6.976590762914009,1.4999999999999998,11
0.5,1.5,0.5,3.5,11
0.5,2.5,3.5,4.5,11
0.5,2.5,4.5,1.5,11
0.5,2.5,2.5,2.5,11
0.5,1.5,1.5,2.5,11
0.5,1.5,3.5,1.5,11
1.5,1.5,2.5,2.5,12
3.5,4.5,6.5,4.5,12
2.5,2.5,5.5,3.5,12
0.5,1.5,5.5,2.5,12
0.5,3.5,0.5,4.5,12
1.5,3.5,2.5,3.5,12
1.5,1.5,5.5,0.5,13
5.5,2.5,7.5,1.5,13
0.5,1.5,3.5,5.5,13
2.5,3.5,6.5,1.5,13
0.5,5.5,5.5,5.5,14
0.5,3.5,1.5,2.9777401522322298,15
1.5,2.9777401522322298,4.5,1.5,16
0.5,3.5,4.5,4.5,17
0.5,2.5,2.5,2.5,19
1.5,3.5,3.5,2.5,20
0.5,1.5,3.5,0.5,21
3.5,2.5,7.5,1.5,21
2.5,4.5,5.5,3.5,22
0.5,1.5,2.5,4.5,22
0.5,3.5,2.5,3.5,22
5.5,3.5,7.5,5.5,23
1.5,3.5,4.5,3.5,23
0.5,4.5,1.5,2.5,23
1.5,2.5,7.5,1.5,24
2.5,2.5,8.5,2.5,24
1.5,3.5,2.5,0.5,1
0.5,1.5,2.5,1.5,1
0.5,4.5,1.5,4.5,1
0.5,2.5,7.5,2.5,2
1.5,4.5,7.5,2.5,2
2.5,1.5,5.5,1.5,3
0.5,2.5,1.5,1.5,3
0.5,3.5,6.5,4.5,3
0.5,2.5,5.5,0.5,3
1.5,3.5,4.5,2.5,3
0.5,1.5,6.5,0.5,3
0.5,5.5,3.5,5.5,3
7.5,2.5,7.5,0.5,3
5.5,1.5,7.5,2.5,4
1.5,1.5,5.5,1.5,4
1.5,0.5,4.5,1.5,4
0.5,4.5,3.5,5.5,4
0.5,1.5,4.5,0.5,4
2.5,2.5,6.5,1.5,4
7.5,2.5,6.5,4.5,5
2.5,2.5,6.5,3.5,5
0.5,0.5,1.5,0.5,5
2.5,1.5,7.5,2.5,6
1.5,0.5,7.5,1.5,6
0.5,3.5,2.5,2.5,6
0.5,5.5,4.5,4.5,6
3.5,2.5,5.5,2.5,6
0.5,0.5,4.5,0.5,7
7.5,2.5,7.5,3.5,7
0.5,3.5,4.5,4.5,7
0.5,2.5,4.5,2.5,7
0.5,3.5,2.5,4.5,7
0.5,0.5,4.5,0.5,7
7.5,3.5,4.5,3.5,8
0.5,2.5,3.5,0.5,8
1.5,4.5,4.5,4.5,8
4.5,2.5,8.5,1.5,8
1.5,1.5,6.5,1.5,8
1.5,2.5,4.5,3.5,8
2.5,4.5,5.5,4.5,8
3.5,4.5,7.5,4.5,8
1.5,2.5,6.5,1.5,9
0.5,2.5,2.5,3.5,10
0.5,4.5,3.5,2.5,10
0.5,1.5,5.5,1.5,10
2.5,1.5,5.5,2.5,10
2.5,4.5,6.5,4.5,10
1.5,1.5,5.5,0.5,10
1.5,4.5,5.5,5.5,10
0.5,3.5,3.5,5.5,10
1.5,0.5,8.5,1.5,10
0.5,4.5,2.5,3.5,10
2.5,3.5,7.5,4.5,11
0.5,3.5,3.5,4.5,11
5.5,2.5,7.5,0.5,11
0.5,4.5,6.5,5.5,11
2.5,3.5,7.5,3.5,11
2.5,3.5,4.5,4.5,12
2.5,2.5,8.5,0.5,12
0.5,3.5,3.5,4.5,14
0.5,3.5,2.5,5.5,16
0.5,3.5,2.5,3.5,18
0.5,2.5,1.5,2.5,18
0.5,1.5,2.5,2.015945031753382,18
1.5,2.5,4.5,1.5,19
0.5,4.5,5.5,3.5,19
4.5,1.5,6.5,1.5,20
1.5,4.5,8.5,3.5,20
0.5,2.5,1.5,3.5,20
2.5,2.5,7.5,1.5,20
1.5,3.5,6.5,3.5,21
1.5,3.5,5.5,4.5,21
7.5,2.5,8.5,4.5,22
1.5,3.5,5.5,2.5,23
3.5,3.5,4.5,4.5,23
0.5,2.5,2.5,2.5,23
1.5,2.5,2.5,3.5,23
4.5,4.5,6.5,4.5,24
2.5,2.5,8.5,5.5,1
2.5,0.5,4.5,0.5,1
2.5,2.5,3.5,1.5,1
0.5,1.5,2.5,1.5,1
7.5,2.5,6.5,0.5,1
0.5,4.5,6.5,2.5,2
1.5,5.5,5.5,5.5,3
1.5,4.5,5.5,2.5,3
0.5,3.5,1.5,1.5,3
5.5,3.5,8.5,3.5,3
0.5,3.5,3.5,2.5,4
1.5,2.5,7.5,1.5,4
0.5,3.5,4.5,4.5,4
1.5,1.5,4.5,1.5,4
0.5,2.5,3.5,2.5,4
0.5,2.5,2.5,2.5,4
3.5,2.5,3.5,2.5,5
4.5,4.5,8.5,4.5,5
0.5,3.5,3.5,3.5,5
4.5,1.5,7.5,0.5,5
3.5,4.5,6.5,5.5,5
3.5,2.5,5.5,1.5,5
2.5,2.5,7.5,2.5,5
2.5,5.5,0.5,2.5,6
0.5,2.5,2.5,1.5,6
0.5,2.5,2.5,2.5,6
3.5,3.5,7.5,5.5,6
0.5,2.5,4.5,2.5,6
1.5,1.5,6.5,0.5,6
3.5,2.5,7.5,4.5,6
7.5,2.5,8.5,3.5,6
4.5,2.5,6.5,2.5,6
0.5,2.5,1.5,1.5,7
2.5,1.5,6.5,3.5,7
2.5,2.5,8.5,2.5,7
1.5,4.5,4.5,5.5,7
0.5,4.5,0.5,2.5,7
0.5,5.5,2.5,5.5,7
1.5,1.5,5.5,1.5,8
0.5,4.5,3.5,3.5,8
0.5,2.5,3.5,4.5,8
0.5,1.5,2.5,1.5,8
1.5,1.5,4.5,0.5,8
8.5,2.5,8.02164149492784,4.500000000000001,8
0.5,2.5,0.5,1.5,8
1.5,3.5,1.5,5.5,8
0.5,2.5,2.5,3.5,8
0.5,3.5,2.5,1.5,8
0.5,1.5,3.5,0.5,9
0.5,3.5,5.5,3.5,9
1.5,2.5,5.5,2.5,9
1.5,3.5,5.5,5.5,9
0.5,0.5,3.5,0.5,9
0.5,4.5,4.5,5.5,9
0.5,1.5,3.5,0.5,9
0.5,2.5,6.5,1.5,9
0.5,1.5,5.5,1.5,9
2.5,3.5,7.5,1.5,9
0.5,3.5,1.5,3.5,10
1.5,4.5,0.5,3.5,10
3.5,2.5,6.5,1.5,10
0.5,3.5,4.5,2.5,10
5.5,2.5,2.5,2.5,10
3.5,0.5,7.5,1.5,10
0.5,0.5,2.5,1.5,10
2.5,3.5,6.5,5.5,10
2.5,1.5,6.5,2.5,10
1.5,0.5,5.5,0.5,10
0.5,1.5,3.5,1.5,10
2.5,5.5,8.5,5.5,11
1.5,3.5,3.5,4.5,11
0.5,3.5,1.5,2.5,11
0.5,1.5,2.5,2.5,11
4.5,2.5,7.5,4.5,11
0.5,0.5,0.5,1.5,11
2.5,2.5,6.5,1.5,11
2.5,1.5,6.5,1.5,11
0.5,3.5,3.5,2.5,11
3.5,1.5,7.5,1.5,11
3.5,4.5,6.5,5.5,12
1.5,2.5,8.5,2.5,12
2.5,2.5,5.5,2.5,12
1.5,1.5,4.5,4.5,12
1.9792656775231987,4.5,2.5,3.5,12
2.5,2.5,5.5,0.5,12
7.5,1.5,6.5,2.5,12
1.5,3.5,3.5,1.5,13
0.5,3.5,0.5,5.5,13
0.5,5.5,5.5,3.5,15
6.5,4.5,8.5,4.5,15
0.5,2.5,4.5,2.5,17
1.5,3.5,5.5,4.5,18
4.5,2.5,7.5,1.5,18
0.5,4.5,3.5,4.5,19
0.5,2.5,1.5,3.5,19
3.5,4.5,7.5,5.5,20
0.5,4.5,0.5,2.5,21
0.5,3.5,3.5,3.5,21
7.5,2.5,7.978342020180026,1.935026060540076,22
3.5,3.5,7.5,4.5,22
1.5,2.5,2.5,1.5,23
0.5,3.5,4.004591020285809,1.4986882799183405,23
0.5,2.5,3.5,2.5,23
3.5,2.5,7.5,2.5,24
2.5,3.5,6.5,3.5,1
0.5,2.5,8.5,0.5,1
0.5,1.5,1.5,3.5,1
0.5,1.5,0.5,3.5,1
4.5,1.5,5.5,1.5,1
1.5,2.5,6.5,1.5,2
0.5,4.5,2.5,4.5,3
0.5,3.5,4.5,3.5,3
0.5,3.5,2.5,3.5,3
0.5,1.5,4.5,3.5,4
3.5,1.5,7.5,2.5,4
5.5,2.5,8.5,4.5,4
1.5,1.5,5.5,0.5,4
0.5,2.5,3.5,4.5,4
2.5,3.5,5.5,4.5,4
0.5,3.5,1.5,4.5,5
0.5,1.5,1.5,1.5,5
2.5,3.5,7.5,4.5,5
4.5,2.5,6.5,0.5,5
1.5,2.5,5.5,1.5,6
1.5,1.5,4.5,3.5,6
4.5,1.5,7.5,0.5,6
1.5,5.5,6.5,4.5,7
5.5,1.5,8.5,1.5,7
0.5,0.5,0.5,2.5,7
0.5,5.5,0.5,3.5,7
2.5,3.5,5.5,2.5,7
0.5,4.5,3.5,2.5,7
0.5,4.5,1.5,5.5,8
0.5,2.5,4.5,4.5,8
2.5,3.5,5.5,5.5,8
0.5,3.5,3.5,3.5,8
0.5,4.5,1.5,4.5,8
0.5,3.5,0.5,3.5,8
2.5,4.5,3.5,3.5,8
0.5,1.5,2.5,1.5,8
0.5,1.5,2.5,1.5,8
0.5,4.5,0.5,4.5,8
0.5,3.5,3.5,0.5,8
0.5,2.5,5.5,0.5,9
2.5,3.5,8.5,2.5,9
0.5,4.5,6.5,5.5,9
0.5,2.5,4.5,4.5,9
0.5,1.5,0.5,1.5,10
1.5,3.5,5.5,3.5,10
2.5,3.5,5.5,2.5,10
0.5,3.5,1.5,4.5,10
0.5,1.5,3.5,2.5,10
8.5,2.5,7.5,1.5,10
0.5,3.5,1.5,0.5,10
0.5,1.5,3.5,0.5,11
5.5,3.5,7.5,3.5,11
5.5,2.5,7.5,2.5,11
2.5,2.5,4.5,2.5,11
1.5,4.5,4.5,4.5,11
3.5,2.5,7.5,0.5,11
0.5,5.5,4.5,5.5,11
1.5,2.5,4.5,2.5,11
1.5,0.5,5.5,0.5,11
0.5,4.5,1.5,5.5,11
5.5,2.5,8.5,4.5,11
7.5,3.5,6.5,5.5,12
4.5,2.5,8.5,2.5,12
0.5,2.5,3.5,1.5,12
4.5,4.5,6.5,2.5,12
2.5,2.5,4.5,5.5,12
2.5,4.5,8.5,5.5,12
0.5,1.5,4.5,1.5,12
3.5,4.5,7.5,4.5,13
0.5,2.5,5.5,0.5,14
0.5,0.5,1.5,0.5,15
1.5,4.5,5.5,0.5,16
1.5,0.5,6.5,0.5,16
0.5,3.5,3.5,2.5,17
0.5,2.5,2.5,1.5,18
0.9940969350343598,4.5,3.5,3.5,20
3.5,3.5,8.5,1.5,21
1.5,3.5,6.5,5.5,22
1.5,2.5,6.5,5.5,23
0.5,3.5,2.5,3.5,23
2.5,3.5,6.5,2.5,23
1.5,3.5,6.5,5.5,24
0.5,2.5,4.5,1.5,24
0.5,0.5,1.5,0.5,1
0.5,1.5,3.5,0.5,1
1.5,2.5,3.5,3.5,1
2.5,1.5,5.5,4.5,1
0.5,4.5,1.5,5.5,1
0.5,3.5,7.5,5.5,2
0.5,1.5,6.5,1.5,2
3.5,4.5,7.5,5.5,3
0.5,2.5,1.5,3.5,3
0.5,3.5,7.5,3.5,3
0.5,3.5,0.5,4.5,3
8.5,3.5,8.5,3.5,3
0.5,5.5,8.5,5.5,4
5.5,2.5,7.5,0.5,4
1.5,3.5,5.5,5.5,4
1.5,4.5,3.5,1.5,4
4.5,2.5,3.5,3.5,5
0.5,3.5,3.5,1.5,5
0.5,3.5,3.5,5.5,5
0.5,0.5,0.5,0.5,5
1.5,4.5,5.5,5.5,5
1.5,1.5,2.5,2.5,5
0.5,3.5,3.5,3.5,6
3.5,3.5,7.5,5.5,6
1.5,3.5,3.5,1.5,6
1.5,4.5,7.5,5.5,6
4.5,4.5,8.5,3.5,6
0.5,2.5,1.5,3.5,6
1.5,0.5,3.5,1.5,7
0.5,3.5,2.5,5.5,7
0.5,2.5,3.5,2.5,7
3.5,4.5,8.5,4.5,7
0.5,3.5,1.5,1.5,7
1.5,2.5,4.5,1.5,7
0.5,3.5,2.5,4.5,7
0.5,2.5,3.5,0.5,7
1.5,3.5,5.5,3.5,7
0.5,4.5,1.5,4.5,8
0.5,2.5,3.5,4.5,8
1.5,2.5,1.5,5.5,8
0.5,4.5,2.5,3.5,8
0.5,2.5,2.5,2.5,8
0.5,1.5,1.5,1.5,8
1.5,1.5,5.5,0.5,8
1.5,3.5,7.5,5.5,8
4.5,1.5,7.5,1.5,8
2.5,3.5,8.5,1.5,9
2.5,2.5,6.5,1.5,9
1.5,1.5,7.5,0.5,9
6.5,3.5,7.5,5.5,9
0.5,4.5,5.5,5.5,9
0.5,3.5,7.5,4.5,9
0.5,2.5,5.5,4.5,9
0.5,4.5,1.5,5.5,10
0.5,2.5,0.5,1.5,10
1.5,3.5,2.5,2.5,10
2.5,2.5,6.5,0.5,10
1.5,4.5,3.5,4.5,10
1.5,1.5,4.5,2.5,10
0.5,2.5,6.5,0.5,11
0.5,1.5,0.5,1.5,11
2.5,2.5,4.5,4.5,11
3.5,4.5,7.5,0.5,11
1.5,1.5,4.5,3.5,11
4.5,2.5,7.5,5.5,11
1.5,3.5,4.5,5.5,12
0.5,2.5,1.5,0.5,12
1.5,4.5,2.5,4.5,12
0.5,1.5,6.5,2.5,12
1.5,0.5,6.5,0.5,13
2.5,0.5,6.5,0.5,13
1.5,1.5,6.5,2.5,13
0.5,2.5,0.5,3.5,14
1.5,3.5,2.5,4.5,14
1.5,3.5,5.5,0.5,15
1.5,4.5,4.5,5.5,15
1.5,3.5,4.5,4.5,15
1.5,0.5,4.5,0.5,15
6.5,0.5,1.5,0.5,15
0.5,5.5,1.5,4.5,17
1.5,4.5,4.5,4.5,18
0.5,4.5,1.5,4.5,19
1.0191373424157808,3.5000000000000004,3.5,4.5,19
1.5,4.5,6.5,2.5,20
0.5,4.5,0.5,5.5,20
0.5,2.5,7.5,0.5,21
0.5,2.5,3.5,2.5,21
0.5,5.5,4.5,5.5,21
0.5,4.5,4.5,5.5,21
0.5,5.5,3.5,5.5,21
1.5,3.5,5.5,2.5,22
0.5,4.5,4.5,3.5,22
3.5,3.5,7.5,2.5,22
0.5,3.5,1.5,4.5,23
1.5,0.5,4.5,1.5,23
0.5,4.5,2.5,3.5,23
0.5,2.5,3.5,2.5,23
0.5,3.5,1.5,4.5,24
2.5,3.5,8.5,1.5,24
0.5,3.5,1.5,5.5,1
0.5,1.5,1.5,1.5,1
1.5,1.5,8.5,0.5,1
0.5,1.5,5.5,1.5,1
8.5,2.5,6.5,4.5,1
2.5,1.5,2.5,3.5,1
0.5,2.5,1.5,3.5,1
1.5,1.5,8.5,1.5,2
0.5,2.5,5.5,3.5,2
0.5,0.5,3.5,2.5,3
1.5,2.5,2.5,4.5,3
5.5,3.5,8.5,4.5,3
2.5,2.5,2.5,3.5,3
3.5,2.5,7.5,2.5,4
0.5,3.5,4.5,2.5,4
0.5,4.5,1.5,5.5,4
2.5,2.5,5.5,1.5,5
0.5,2.5,3.5,2.5,5
4.5,2.5,7.5,1.5,5
1.5,5.5,4.5,4.5,5
0.5,0.5,1.5,0.5,5
0.5,3.5,2.5,3.5,5
3.5,2.5,7.5,0.5,6
7.5,1.5,0.5,5.5,6
0.5,2.5,2.5,1.5,6
3.5,2.5,6.5,4.5,6
1.5,0.5,5.5,1.5,6
1.5,0.5,5.5,0.5,6
0.5,5.5,0.5,2.5,7
3.5,1.5,8.5,1.5,7
1.5,5.5,6.5,5.5,7
0.5,5.5,3.5,5.5,7
0.5,3.5,1.5,3.5,7
0.5,1.5,4.5,1.5,7
0.5,2.5,4.5,0.5,7
1.5,3.5,2.5,3.5,7
5.5,1.5,8.5,0.5,7
0.5,4.5,1.5,3.5,7
0.5,4.5,1.5,4.5,8
1.5,2.5,0.5,2.5,8
0.5,1.5,1.5,1.5,8
0.5,0.5,2.5,0.5,8
0.5,2.5,1.5,2.5,8
0.5,4.5,2.5,5.5,8
1.5,3.5,4.5,2.5,8
1.5,3.5,3.5,4.5,8
2.5,3.5,4.5,3.5,8
1.5,3.5,3.5,3.5,8
0.5,2.5,5.5,3.5,9
1.5,1.5,4.5,2.5,9
1.5,2.5,5.5,1.5,9
3.5,4.5,8.5,4.5,9
4.5,3.5,6.5,5.5,9
0.5,3.5,3.5,2.5,9
0.5,3.5,5.5,0.5,10
2.5,1.5,5.5,4.5,10
1.5,4.5,5.5,5.5,10
1.5,1.5,5.5,0.5,10
0.5,2.5,4.5,3.5,10
0.5,1.5,0.5,0.5,10
1.5,0.5,4.5,3.5,11
8.5,3.5,0.5,4.5,11
2.5,1.5,6.5,1.5,11
4.5,3.5,7.9313872029360075,3.4999999999999996,11
0.5,1.5,6.5,2.5,11
0.5,4.5,0.5,0.5,12
1.5,2.5,4.5,3.5,12
0.5,4.5,4.5,5.5,12
5.5,1.5,1.5,1.5,12
4.5,3.5,7.015290671885208,4.5,13
0.5,2.5,2.5,3.5,14
1.5,3.5,6.5,5.5,15
0.5,4.5,2.5,1.5,15
0.5,3.0104262725262516,6.5,4.5,18
2.5,4.5,8.5,4.5,20
0.5,3.5,5.5,2.5,21
0.5,0.5,0.5,0.5,21
2.5,3.5,8.5,4.5,22
0.5,1.5,2.5,3.5,22
5.5,2.5,8.5,0.5,22
0.5,2.5,5.5,2.5,22
1.5,1.5,6.5,1.5,22
0.5,2.5,1.5,1.5,23
6.5,1.5,7.5,1.5,23
1.5,3.5,2.5,4.5,3
4.5,2.5,7.5,1.5,3
0.5,1.5,3.5,1.5,3
1.5,1.5,4.5,1.5,3
0.5,0.5,2.5,1.5,4
0.5,3.5,2.5,3.5,4
0.5,2.5,3.5,1.5,5
2.5,1.5,7.5,4.5,5
0.5,3.5,2.5,3.5,5
1.5,5.5,5.5,5.5,5
0.5,2.5,5.5,3.5,5
2.5,3.5,7.5,4.5,5
1.5,1.5,2.5,2.5,6
0.5,3.5,2.5,0.5,6
2.5,3.5,6.5,4.5,6
0.5,3.5,3.5,5.5,6
2.5,2.5,6.5,2.5,7
1.5,5.5,4.5,5.5,7
0.5,3.5,1.5,4.5,8
6.5,2.5,8.5,2.5,8
2.5,3.5,5.5,2.5,8
1.5,2.5,3.5,1.5,8
0.5,1.5,3.5,0.5,8
0.5,2.5,2.5,4.5,8
2.5,1.5,5.5,0.5,8
0.5,2.5,3.5,3.5,8
1.5,3.5,2.5,5.5,8
3.5,1.5,2.5,4.5,8
0.5,3.5,1.5,4.5,8
3.5,3.5,6.5,1.5,9
0.5,4.5,7.5,4.5,9
0.5,3.5,2.5,3.5,9
3.5,3.5,8.5,4.5,9
2.5,3.5,6.5,0.5,9
0.5,2.5,0.5,2.5,9
0.5,1.5,2.5,3.5,9
1.5,5.5,1.5,4.5,10
0.5,0.5,3.5,1.5,10
2.5,3.5,6.5,3.5,10
0.5,1.5,0.5,2.5,10
2.5,5.5,3.5,5.5,10
0.5,1.5,3.5,0.5,10
2.5,0.5,8.5,1.5,10
1.5,2.5,5.5,2.5,10
0.5,4.5,2.5,4.5,10
0.5,1.5,3.5,1.5,10
2.5,3.5,4.5,5.020818719688573,10
0.5,3.5,4.5,5.5,10
1.5,3.5,3.5,3.0306490857973967,11
0.5,2.5,2.5,3.5,11
0.5,2.5,4.5,3.5,11
5.5,2.5,8.5,0.5,11
0.5,2.5,3.5,2.5,11
0.5,2.5,5.5,2.5,11
2.5,3.5,4.5,5.5,12
4.5,3.5,4.5,4.5,12
0.5,4.5,3.5,2.5,13
0.5,4.5,4.5,3.5,15
4.5,3.5,7.5,2.5,16
3.5,3.5,6.5,2.5,16
8.5,1.0535933943838574,6.983887239803346,2.5,16
7.5,2.5,3.5,3.5,17
0.5,4.5,1.5,3.5,17
7.5,3.5,6.5,5.5,17
1.5,3.5,6.500000000000001,1.0237602537562,18
3.5,2.5,7.5,3.5,18
0.5,3.5,4.019637139576026,2.5000000000000004,19
2.5,3.5,7.5,3.5,21
0.5,2.5,5.5,1.5,22
0.5,4.5,4.5,5.5,23
0.5,5.5,3.5,3.5,23
0.5,2.5,4.5,0.5,24
0.5,0.5,3.5,2.5,1
0.5,3.5,0.5,1.5,1
0.5,4.5,1.5,3.5,1
5.5,2.5,5.5,3.5,1
1.5,2.5,1.5,1.5,1
5.5,3.5,8.5,5.5,2
1.5,1.5,7.5,1.5,2
3.5,0.5,0.5,4.5,3
0.5,4.5,2.5,4.5,3
0.5,2.5,3.5,1.5,3
1.5,1.5,3.5,1.5,3
0.5,1.5,1.5,0.5,3
0.5,2.5,2.5,1.5,4
2.5,4.5,8.5,3.5,4
0.5,3.5,5.5,4.5,4
3.5,1.5,5.5,0.5,4
1.5,0.5,8.5,0.5,4
0.5,5.5,4.5,5.5,5
0.5,3.5,2.5,5.5,5
0.5,4.5,2.5,5.5,6
7.5,2.5,1.5,0.5,6
2.5,4.5,5.5,4.5,7
2.5,5.5,6.5,5.5,7
2.5,0.5,7.5,1.5,7
0.5,2.5,7.5,0.5,7
3.5,4.5,8.5,5.5,7
1.5,4.5,4.5,4.5,8
1.5,2.5,6.5,3.5,8
1.5,3.5,4.5,4.5,8
1.5,1.5,2.5,2.5,8
3.5,1.5,8.5,1.5,8
0.5,4.5,6.5,4.5,9
8.5,1.5,8.5,0.5,9
0.5,3.5,4.5,2.5,9
0.5,3.5,2.5,4.5,9
0.5,5.5,4.5,5.5,10
1.5,2.5,5.5,1.5,10
0.5,0.5,6.5,0.5,10
4.5,4.5,7.5,5.5,10
4.5,2.5,5.5,0.5,10
1.5,1.5,4.5,3.5,10
1.5,4.5,2.5,3.5,10
0.5,2.5,1.5,1.5,11
0.5,1.5,1.5,0.5,11
2.5,3.5,4.5,3.5,11
1.5,3.5,2.5,1.5,11
1.5,1.5,6.5,0.5,12
0.5,3.5,1.5,2.5,12
0.5,2.5,0.5,2.5,12
1.5,0.5,7.5,2.5,12
4.5,3.5,8.5,5.5,12
1.5,2.5,4.5,0.5,13
0.5,2.5,2.5,0.5,13
0.5,4.5,3.5,4.5,14
0.5,4.5,3.5,4.5,14
7.5,3.5,3.5,5.5,14
0.5,4.5,2.5,3.5,14
3.5,4.5,8.5,3.5,15
1.5,5.5,8.5,3.5,15
1.5,2.5,3.5,3.5,16
0.5,1.5,7.5,2.5,17
0.5,3.5,1.5,3.5,17
1.5,3.5,5.5,4.5,18
1.5,5.5,3.5,5.5,18
2.5,0.5,3.5,2.5,18
0.5,3.5,2.5,4.5,19
1.5,3.5,6.5,1.5,19
1.5,2.5,0.5,0.5,22
0.5,2.5,4.5,5.5,23
